timestamp,distance_cm,cluster_support,session_id,source_file
2026-07-09 13:29:31+00:00,104.49000000000001,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:32+00:00,104.27000000000001,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:33+00:00,104.485,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:34+00:00,104.35,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:35+00:00,104.94,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:36+00:00,104.94,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:37+00:00,104.75999999999999,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:38+00:00,104.79,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:39+00:00,104.41,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:40+00:00,104.72,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:41+00:00,104.73,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:42+00:00,104.73,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:43+00:00,104.34,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:44+00:00,104.47999999999999,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:45+00:00,104.43,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:46+00:00,104.51,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:47+00:00,104.49,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:48+00:00,104.62,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:49+00:00,104.91,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:50+00:00,104.92,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:51+00:00,104.93,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:52+00:00,104.935,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:53+00:00,104.94,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:54+00:00,104.93,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:55+00:00,104.91,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:56+00:00,104.93,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:57+00:00,105.35,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:58+00:00,105.07499999999999,2,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:29:59+00:00,104.49,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:00+00:00,104.32499999999999,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:01+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:02+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:03+00:00,104.47,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:04+00:00,104.35,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:05+00:00,104.33,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:06+00:00,104.47,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:07+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:08+00:00,104.47,3,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:09+00:00,104.49,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:10+00:00,104.535,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:11+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:12+00:00,104.47999999999999,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:13+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:14+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:15+00:00,104.49,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:16+00:00,104.49,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:17+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:18+00:00,104.47,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:19+00:00,104.49000000000001,4,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:20+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:21+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:22+00:00,104.49,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:23+00:00,104.77,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:24+00:00,104.47,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:25+00:00,104.46,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:26+00:00,104.4,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:27+00:00,104.47,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:28+00:00,104.47,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:29+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:30+00:00,104.47,8,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:31+00:00,104.47,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:32+00:00,104.47999999999999,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:33+00:00,104.395,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:34+00:00,103.62,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:35+00:00,104.035,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:36+00:00,104.04,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:37+00:00,104.04,5,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:38+00:00,104.05,7,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:39+00:00,103.905,6,session-1783603749411-du6syw,filtertrack-samples2.csv
2026-07-09 13:30:40+00:00,103.9,7,session-1783603749411-du6syw,filtertrack-samples2.csv
